YearQuarter,Industry,Gender,Number of Full-Time Equivalent Employees
2011Q2,"Transport, Postal and Warehousing",Male,47300
2011Q3,"Transport, Postal and Warehousing",Male,47700
2011Q4,"Transport, Postal and Warehousing",Male,50600
2012Q1,"Transport, Postal and Warehousing",Male,51000
2012Q2,"Transport, Postal and Warehousing",Male,50100
2012Q3,"Transport, Postal and Warehousing",Male,48800
2012Q4,"Transport, Postal and Warehousing",Male,50400
2013Q1,"Transport, Postal and Warehousing",Male,48400
2013Q2,"Transport, Postal and Warehousing",Male,48800
2013Q3,"Transport, Postal and Warehousing",Male,49100
2013Q4,"Transport, Postal and Warehousing",Male,48200
2014Q1,"Transport, Postal and Warehousing",Male,50500
2014Q2,"Transport, Postal and Warehousing",Male,50200
2014Q3,"Transport, Postal and Warehousing",Male,49300
2014Q4,"Transport, Postal and Warehousing",Male,51800
2015Q1,"Transport, Postal and Warehousing",Male,52100
2015Q2,"Transport, Postal and Warehousing",Male,50000
2015Q3,"Transport, Postal and Warehousing",Male,51400
2015Q4,"Transport, Postal and Warehousing",Male,51000
2016Q1,"Transport, Postal and Warehousing",Male,51600
2016Q2,"Transport, Postal and Warehousing",Male,51300
2016Q3,"Transport, Postal and Warehousing",Male,53900
2016Q4,"Transport, Postal and Warehousing",Male,50000
2017Q1,"Transport, Postal and Warehousing",Male,52100
2017Q2,"Transport, Postal and Warehousing",Male,51200
2017Q3,"Transport, Postal and Warehousing",Male,50900
2017Q4,"Transport, Postal and Warehousing",Male,52100
2018Q1,"Transport, Postal and Warehousing",Male,50900
2018Q2,"Transport, Postal and Warehousing",Male,51200
2018Q3,"Transport, Postal and Warehousing",Male,51800
2018Q4,"Transport, Postal and Warehousing",Male,51300
1989Q1,"Transport, Postal and Warehousing",Female,17800
1989Q2,"Transport, Postal and Warehousing",Female,17500
1989Q3,"Transport, Postal and Warehousing",Female,17500
1989Q4,"Transport, Postal and Warehousing",Female,16900
1990Q1,"Transport, Postal and Warehousing",Female,16900
1990Q2,"Transport, Postal and Warehousing",Female,16500
1990Q3,"Transport, Postal and Warehousing",Female,16700
1990Q4,"Transport, Postal and Warehousing",Female,16500
1991Q1,"Transport, Postal and Warehousing",Female,17100
1991Q2,"Transport, Postal and Warehousing",Female,17000
1991Q3,"Transport, Postal and Warehousing",Female,16300
1991Q4,"Transport, Postal and Warehousing",Female,16000
1992Q1,"Transport, Postal and Warehousing",Female,15700
1992Q2,"Transport, Postal and Warehousing",Female,15300
1992Q3,"Transport, Postal and Warehousing",Female,14900
1992Q4,"Transport, Postal and Warehousing",Female,14800
1993Q1,"Transport, Postal and Warehousing",Female,15000
1993Q2,"Transport, Postal and Warehousing",Female,14500
1993Q3,"Transport, Postal and Warehousing",Female,14500
1993Q4,"Transport, Postal and Warehousing",Female,14300
1994Q1,"Transport, Postal and Warehousing",Female,14800
1994Q2,"Transport, Postal and Warehousing",Female,14500
1994Q3,"Transport, Postal and Warehousing",Female,14700
1994Q4,"Transport, Postal and Warehousing",Female,14600
1995Q1,"Transport, Postal and Warehousing",Female,15400
1995Q2,"Transport, Postal and Warehousing",Female,14800
1995Q3,"Transport, Postal and Warehousing",Female,15400
1995Q4,"Transport, Postal and Warehousing",Female,16000
1996Q1,"Transport, Postal and Warehousing",Female,16300
1996Q2,"Transport, Postal and Warehousing",Female,16600
1996Q3,"Transport, Postal and Warehousing",Female,17100
1996Q4,"Transport, Postal and Warehousing",Female,17500
1997Q1,"Transport, Postal and Warehousing",Female,17200
1997Q2,"Transport, Postal and Warehousing",Female,17800
1997Q3,"Transport, Postal and Warehousing",Female,17700
1997Q4,"Transport, Postal and Warehousing",Female,17500
1998Q1,"Transport, Postal and Warehousing",Female,17600
1998Q2,"Transport, Postal and Warehousing",Female,17800
1998Q3,"Transport, Postal and Warehousing",Female,18100
1998Q4,"Transport, Postal and Warehousing",Female,17400
1999Q1,"Transport, Postal and Warehousing",Female,17400
1999Q2,"Transport, Postal and Warehousing",Female,17100
1999Q3,"Transport, Postal and Warehousing",Female,16700
1999Q4,"Transport, Postal and Warehousing",Female,16700
2000Q1,"Transport, Postal and Warehousing",Female,17900
2000Q2,"Transport, Postal and Warehousing",Female,19200
2000Q3,"Transport, Postal and Warehousing",Female,17400
2000Q4,"Transport, Postal and Warehousing",Female,17500
2001Q1,"Transport, Postal and Warehousing",Female,17000
2001Q2,"Transport, Postal and Warehousing",Female,19500
2001Q3,"Transport, Postal and Warehousing",Female,19100
2001Q4,"Transport, Postal and Warehousing",Female,18900
2002Q1,"Transport, Postal and Warehousing",Female,18900
2002Q2,"Transport, Postal and Warehousing",Female,19700
2002Q3,"Transport, Postal and Warehousing",Female,18900
2002Q4,"Transport, Postal and Warehousing",Female,18500
2003Q1,"Transport, Postal and Warehousing",Female,19200
2003Q2,"Transport, Postal and Warehousing",Female,20200
2003Q3,"Transport, Postal and Warehousing",Female,19200
2003Q4,"Transport, Postal and Warehousing",Female,19600
2004Q1,"Transport, Postal and Warehousing",Female,19000
2004Q2,"Transport, Postal and Warehousing",Female,19600
2004Q3,"Transport, Postal and Warehousing",Female,19100
2004Q4,"Transport, Postal and Warehousing",Female,18900
2005Q1,"Transport, Postal and Warehousing",Female,18900
2005Q2,"Transport, Postal and Warehousing",Female,17800
2005Q3,"Transport, Postal and Warehousing",Female,19000
2005Q4,"Transport, Postal and Warehousing",Female,18700
2006Q1,"Transport, Postal and Warehousing",Female,19600
2006Q2,"Transport, Postal and Warehousing",Female,20500
2006Q3,"Transport, Postal and Warehousing",Female,19300
2006Q4,"Transport, Postal and Warehousing",Female,18400
2007Q1,"Transport, Postal and Warehousing",Female,18900
2007Q2,"Transport, Postal and Warehousing",Female,19000
2007Q3,"Transport, Postal and Warehousing",Female,18300
2007Q4,"Transport, Postal and Warehousing",Female,18700
2008Q1,"Transport, Postal and Warehousing",Female,19000
2008Q2,"Transport, Postal and Warehousing",Female,19700
2008Q3,"Transport, Postal and Warehousing",Female,19000
2008Q4,"Transport, Postal and Warehousing",Female,18700
2009Q1,"Transport, Postal and Warehousing",Female,17600
2009Q2,"Transport, Postal and Warehousing",Female,17900
2009Q3,"Transport, Postal and Warehousing",Female,17400
2009Q4,"Transport, Postal and Warehousing",Female,17400
2010Q1,"Transport, Postal and Warehousing",Female,18400
2010Q2,"Transport, Postal and Warehousing",Female,18000
2010Q3,"Transport, Postal and Warehousing",Female,19300
2010Q4,"Transport, Postal and Warehousing",Female,19600
2011Q1,"Transport, Postal and Warehousing",Female,20200
2011Q2,"Transport, Postal and Warehousing",Female,19000
2011Q3,"Transport, Postal and Warehousing",Female,19700
2011Q4,"Transport, Postal and Warehousing",Female,20100
2012Q1,"Transport, Postal and Warehousing",Female,19600
2012Q2,"Transport, Postal and Warehousing",Female,19400
2012Q3,"Transport, Postal and Warehousing",Female,19200
2012Q4,"Transport, Postal and Warehousing",Female,19600
2013Q1,"Transport, Postal and Warehousing",Female,19300
2013Q2,"Transport, Postal and Warehousing",Female,19000
2013Q3,"Transport, Postal and Warehousing",Female,20000
2013Q4,"Transport, Postal and Warehousing",Female,20700
2014Q1,"Transport, Postal and Warehousing",Female,21100
2014Q2,"Transport, Postal and Warehousing",Female,21200
2014Q3,"Transport, Postal and Warehousing",Female,21300
2014Q4,"Transport, Postal and Warehousing",Female,22400
2015Q1,"Transport, Postal and Warehousing",Female,24100
2015Q2,"Transport, Postal and Warehousing",Female,22900
2015Q3,"Transport, Postal and Warehousing",Female,22800
2015Q4,"Transport, Postal and Warehousing",Female,22900
2016Q1,"Transport, Postal and Warehousing",Female,21400
2016Q2,"Transport, Postal and Warehousing",Female,21500
2016Q3,"Transport, Postal and Warehousing",Female,21000
2016Q4,"Transport, Postal and Warehousing",Female,18500
2017Q1,"Transport, Postal and Warehousing",Female,18400
2017Q2,"Transport, Postal and Warehousing",Female,19100
2017Q3,"Transport, Postal and Warehousing",Female,19500
2017Q4,"Transport, Postal and Warehousing",Female,19800
2018Q1,"Transport, Postal and Warehousing",Female,19100
2018Q2,"Transport, Postal and Warehousing",Female,18900
2018Q3,"Transport, Postal and Warehousing",Female,19800
2018Q4,"Transport, Postal and Warehousing",Female,20500
1989Q1,"Transport, Postal and Warehousing",Both Sexes,61300
1989Q2,"Transport, Postal and Warehousing",Both Sexes,59300
1989Q3,"Transport, Postal and Warehousing",Both Sexes,59200
1989Q4,"Transport, Postal and Warehousing",Both Sexes,56700
1990Q1,"Transport, Postal and Warehousing",Both Sexes,56800
1990Q2,"Transport, Postal and Warehousing",Both Sexes,55700
1990Q3,"Transport, Postal and Warehousing",Both Sexes,56300
1990Q4,"Transport, Postal and Warehousing",Both Sexes,56600
1991Q1,"Transport, Postal and Warehousing",Both Sexes,57200
1991Q2,"Transport, Postal and Warehousing",Both Sexes,56500
1991Q3,"Transport, Postal and Warehousing",Both Sexes,54000
1991Q4,"Transport, Postal and Warehousing",Both Sexes,53700
1992Q1,"Transport, Postal and Warehousing",Both Sexes,52500
1992Q2,"Transport, Postal and Warehousing",Both Sexes,52900
1992Q3,"Transport, Postal and Warehousing",Both Sexes,50700
1992Q4,"Transport, Postal and Warehousing",Both Sexes,50800
1993Q1,"Transport, Postal and Warehousing",Both Sexes,50900
1993Q2,"Transport, Postal and Warehousing",Both Sexes,49500
1993Q3,"Transport, Postal and Warehousing",Both Sexes,49000
1993Q4,"Transport, Postal and Warehousing",Both Sexes,49400
1994Q1,"Transport, Postal and Warehousing",Both Sexes,50300
1994Q2,"Transport, Postal and Warehousing",Both Sexes,49700
1994Q3,"Transport, Postal and Warehousing",Both Sexes,50300
1994Q4,"Transport, Postal and Warehousing",Both Sexes,50400
1995Q1,"Transport, Postal and Warehousing",Both Sexes,52100
1995Q2,"Transport, Postal and Warehousing",Both Sexes,51300
1995Q3,"Transport, Postal and Warehousing",Both Sexes,51600
1995Q4,"Transport, Postal and Warehousing",Both Sexes,52900
1996Q1,"Transport, Postal and Warehousing",Both Sexes,53600
1996Q2,"Transport, Postal and Warehousing",Both Sexes,54700
1996Q3,"Transport, Postal and Warehousing",Both Sexes,56500
1996Q4,"Transport, Postal and Warehousing",Both Sexes,56800
1997Q1,"Transport, Postal and Warehousing",Both Sexes,55800
1997Q2,"Transport, Postal and Warehousing",Both Sexes,57700
1997Q3,"Transport, Postal and Warehousing",Both Sexes,57500
1997Q4,"Transport, Postal and Warehousing",Both Sexes,57900
1998Q1,"Transport, Postal and Warehousing",Both Sexes,56400
1998Q2,"Transport, Postal and Warehousing",Both Sexes,56800
1998Q3,"Transport, Postal and Warehousing",Both Sexes,57400
1998Q4,"Transport, Postal and Warehousing",Both Sexes,56000
1999Q1,"Transport, Postal and Warehousing",Both Sexes,57000
1999Q2,"Transport, Postal and Warehousing",Both Sexes,56400
1999Q3,"Transport, Postal and Warehousing",Both Sexes,56400
1999Q4,"Transport, Postal and Warehousing",Both Sexes,57600
2000Q1,"Transport, Postal and Warehousing",Both Sexes,59600
2000Q2,"Transport, Postal and Warehousing",Both Sexes,62600
2000Q3,"Transport, Postal and Warehousing",Both Sexes,58800
2000Q4,"Transport, Postal and Warehousing",Both Sexes,59500
2001Q1,"Transport, Postal and Warehousing",Both Sexes,58800
2001Q2,"Transport, Postal and Warehousing",Both Sexes,64500
2001Q3,"Transport, Postal and Warehousing",Both Sexes,62200
2001Q4,"Transport, Postal and Warehousing",Both Sexes,63800
2002Q1,"Transport, Postal and Warehousing",Both Sexes,64300
2002Q2,"Transport, Postal and Warehousing",Both Sexes,65600
2002Q3,"Transport, Postal and Warehousing",Both Sexes,63200
2002Q4,"Transport, Postal and Warehousing",Both Sexes,62900
2003Q1,"Transport, Postal and Warehousing",Both Sexes,62600
2003Q2,"Transport, Postal and Warehousing",Both Sexes,66100
2003Q3,"Transport, Postal and Warehousing",Both Sexes,64500
2003Q4,"Transport, Postal and Warehousing",Both Sexes,65500
2004Q1,"Transport, Postal and Warehousing",Both Sexes,62700
2004Q2,"Transport, Postal and Warehousing",Both Sexes,65500
2004Q3,"Transport, Postal and Warehousing",Both Sexes,63500
2004Q4,"Transport, Postal and Warehousing",Both Sexes,63600
2005Q1,"Transport, Postal and Warehousing",Both Sexes,62300
2005Q2,"Transport, Postal and Warehousing",Both Sexes,58300
2005Q3,"Transport, Postal and Warehousing",Both Sexes,64000
2005Q4,"Transport, Postal and Warehousing",Both Sexes,63200
2006Q1,"Transport, Postal and Warehousing",Both Sexes,64600
2006Q2,"Transport, Postal and Warehousing",Both Sexes,67500
2006Q3,"Transport, Postal and Warehousing",Both Sexes,64900
2006Q4,"Transport, Postal and Warehousing",Both Sexes,63500
2007Q1,"Transport, Postal and Warehousing",Both Sexes,63200
2007Q2,"Transport, Postal and Warehousing",Both Sexes,64500
2007Q3,"Transport, Postal and Warehousing",Both Sexes,61800
2007Q4,"Transport, Postal and Warehousing",Both Sexes,62500
2008Q1,"Transport, Postal and Warehousing",Both Sexes,63500
2008Q2,"Transport, Postal and Warehousing",Both Sexes,65600
2008Q3,"Transport, Postal and Warehousing",Both Sexes,61700
2008Q4,"Transport, Postal and Warehousing",Both Sexes,62100
2009Q1,"Transport, Postal and Warehousing",Both Sexes,61100
2009Q2,"Transport, Postal and Warehousing",Both Sexes,61100
2009Q3,"Transport, Postal and Warehousing",Both Sexes,59500
2009Q4,"Transport, Postal and Warehousing",Both Sexes,60900
2010Q1,"Transport, Postal and Warehousing",Both Sexes,64100
2010Q2,"Transport, Postal and Warehousing",Both Sexes,63200
2010Q3,"Transport, Postal and Warehousing",Both Sexes,64400
2010Q4,"Transport, Postal and Warehousing",Both Sexes,63700
2011Q1,"Transport, Postal and Warehousing",Both Sexes,68400
2011Q2,"Transport, Postal and Warehousing",Both Sexes,66400
2011Q3,"Transport, Postal and Warehousing",Both Sexes,67300
2011Q4,"Transport, Postal and Warehousing",Both Sexes,70700
2012Q1,"Transport, Postal and Warehousing",Both Sexes,70500
2012Q2,"Transport, Postal and Warehousing",Both Sexes,69500
2012Q3,"Transport, Postal and Warehousing",Both Sexes,68000
2012Q4,"Transport, Postal and Warehousing",Both Sexes,70000
2013Q1,"Transport, Postal and Warehousing",Both Sexes,67700
2013Q2,"Transport, Postal and Warehousing",Both Sexes,67900
2013Q3,"Transport, Postal and Warehousing",Both Sexes,69100
2013Q4,"Transport, Postal and Warehousing",Both Sexes,68900
2014Q1,"Transport, Postal and Warehousing",Both Sexes,71600
2014Q2,"Transport, Postal and Warehousing",Both Sexes,71400
2014Q3,"Transport, Postal and Warehousing",Both Sexes,70600
2014Q4,"Transport, Postal and Warehousing",Both Sexes,74200
2015Q1,"Transport, Postal and Warehousing",Both Sexes,76200
2015Q2,"Transport, Postal and Warehousing",Both Sexes,72900
2015Q3,"Transport, Postal and Warehousing",Both Sexes,74200
2015Q4,"Transport, Postal and Warehousing",Both Sexes,73900
2016Q1,"Transport, Postal and Warehousing",Both Sexes,73000
2016Q2,"Transport, Postal and Warehousing",Both Sexes,72800
2016Q3,"Transport, Postal and Warehousing",Both Sexes,74900
2016Q4,"Transport, Postal and Warehousing",Both Sexes,68500
2017Q1,"Transport, Postal and Warehousing",Both Sexes,70500
2017Q2,"Transport, Postal and Warehousing",Both Sexes,70300
2017Q3,"Transport, Postal and Warehousing",Both Sexes,70400
2017Q4,"Transport, Postal and Warehousing",Both Sexes,72000
2018Q1,"Transport, Postal and Warehousing",Both Sexes,70000
2018Q2,"Transport, Postal and Warehousing",Both Sexes,70100
2018Q3,"Transport, Postal and Warehousing",Both Sexes,71600
2018Q4,"Transport, Postal and Warehousing",Both Sexes,71800
1989Q1,Information Media and Telecommunications,Male,11000
1989Q2,Information Media and Telecommunications,Male,10800
1989Q3,Information Media and Telecommunications,Male,10600
1989Q4,Information Media and Telecommunications,Male,10200
