YearQuarter,Industry,Gender,Number of Working Proprietors,Number of Part-Time Paid Employees,Number of Full-Time Paid Employees,Total Number of People in Employment
1989Q4,Wholesale Trade,Male,5100,2600,37900,45600
1990Q1,Wholesale Trade,Male,5100,2500,40300,48000
1990Q2,Wholesale Trade,Male,5200,2500,37900,45600
1990Q3,Wholesale Trade,Male,5200,2500,39100,46900
1990Q4,Wholesale Trade,Male,5300,2700,39400,47400
1991Q1,Wholesale Trade,Male,5300,2700,41400,49400
1991Q2,Wholesale Trade,Male,5400,2500,38400,46300
1991Q3,Wholesale Trade,Male,5400,2600,37400,45400
1991Q4,Wholesale Trade,Male,5500,2700,37400,45600
1992Q1,Wholesale Trade,Male,5600,2500,39700,47700
1992Q2,Wholesale Trade,Male,5600,2500,38400,46600
1992Q3,Wholesale Trade,Male,5700,2700,38100,46500
1992Q4,Wholesale Trade,Male,5800,2800,38500,47100
1993Q1,Wholesale Trade,Male,5800,2500,39900,48200
1993Q2,Wholesale Trade,Male,6100,2800,39600,48500
1993Q3,Wholesale Trade,Male,6400,3000,39900,49200
1993Q4,Wholesale Trade,Male,6600,3200,40800,50600
1994Q1,Wholesale Trade,Male,6900,2900,41900,51700
1994Q2,Wholesale Trade,Male,6900,3000,43000,53000
1994Q3,Wholesale Trade,Male,6900,3300,43000,53200
1994Q4,Wholesale Trade,Male,7000,3400,43900,54300
1995Q1,Wholesale Trade,Male,7000,3100,45200,55300
1995Q2,Wholesale Trade,Male,7000,3500,44400,54900
1995Q3,Wholesale Trade,Male,6900,3500,45500,55900
1995Q4,Wholesale Trade,Male,6900,3800,46700,57400
1996Q1,Wholesale Trade,Male,6900,3100,46700,56600
1996Q2,Wholesale Trade,Male,6900,3800,47300,57900
1996Q3,Wholesale Trade,Male,6900,3900,48800,59500
1996Q4,Wholesale Trade,Male,6900,3800,48900,59600
1997Q1,Wholesale Trade,Male,6900,3100,47800,57800
1997Q2,Wholesale Trade,Male,6900,3600,50800,61200
1997Q3,Wholesale Trade,Male,6900,3500,51600,62000
1997Q4,Wholesale Trade,Male,6900,4000,52000,62800
1998Q1,Wholesale Trade,Male,6800,3200,48700,58800
1998Q2,Wholesale Trade,Male,6900,3400,51100,61400
1998Q3,Wholesale Trade,Male,7000,3300,50600,60900
1998Q4,Wholesale Trade,Male,7100,3700,47400,58300
1999Q1,Wholesale Trade,Male,7200,3400,46700,57300
1999Q2,Wholesale Trade,Male,6600,3400,46100,56000
1999Q3,Wholesale Trade,Male,5900,3500,46000,55400
1999Q4,Wholesale Trade,Male,5900,3700,47400,57000
2000Q1,Wholesale Trade,Male,5900,3900,47400,57200
2000Q2,Wholesale Trade,Male,5600,3800,46600,56000
2000Q3,Wholesale Trade,Male,5900,4400,47900,58200
2000Q4,Wholesale Trade,Male,5300,5000,48700,59000
2001Q1,Wholesale Trade,Male,5900,4200,49400,59500
2001Q2,Wholesale Trade,Male,5200,3900,49900,59000
2001Q3,Wholesale Trade,Male,5300,3700,49300,58300
2001Q4,Wholesale Trade,Male,5200,4000,49700,58900
2002Q1,Wholesale Trade,Male,5400,3600,50300,59400
2002Q2,Wholesale Trade,Male,5600,3900,50500,60000
2002Q3,Wholesale Trade,Male,6200,3700,50800,60700
2002Q4,Wholesale Trade,Male,6300,4100,51000,61400
2003Q1,Wholesale Trade,Male,6300,3600,50400,60300
2003Q2,Wholesale Trade,Male,6000,4400,49800,60200
2003Q3,Wholesale Trade,Male,5400,4100,50200,59800
2003Q4,Wholesale Trade,Male,6000,4000,50800,60900
2004Q1,Wholesale Trade,Male,6200,4300,48200,58700
2004Q2,Wholesale Trade,Male,6600,4500,51700,62800
2004Q3,Wholesale Trade,Male,7100,4500,52700,64300
2004Q4,Wholesale Trade,Male,6600,4200,52000,62800
2005Q1,Wholesale Trade,Male,6300,4400,53100,63800
2005Q2,Wholesale Trade,Male,7200,4700,54000,65900
2005Q3,Wholesale Trade,Male,7000,4900,54000,66000
2005Q4,Wholesale Trade,Male,6500,4600,53500,64600
2006Q1,Wholesale Trade,Male,6700,4700,52800,64200
2006Q2,Wholesale Trade,Male,5900,4800,51800,62500
2006Q3,Wholesale Trade,Male,5800,4400,53000,63300
2006Q4,Wholesale Trade,Male,5600,5100,53600,64300
2007Q1,Wholesale Trade,Male,5700,5000,53600,64200
2007Q2,Wholesale Trade,Male,5700,5000,53800,64400
2007Q3,Wholesale Trade,Male,6000,4900,54500,65400
2007Q4,Wholesale Trade,Male,6400,5400,57300,69100
2008Q1,Wholesale Trade,Male,5800,5200,56600,67600
2008Q2,Wholesale Trade,Male,5900,4800,56300,67000
2008Q3,Wholesale Trade,Male,6100,4400,56800,67300
2008Q4,Wholesale Trade,Male,6100,5300,55300,66800
2009Q1,Wholesale Trade,Male,5600,5600,53700,64900
2009Q2,Wholesale Trade,Male,6500,5200,52000,63700
2009Q3,Wholesale Trade,Male,6000,4700,51200,61900
2009Q4,Wholesale Trade,Male,5500,5100,52200,62800
2010Q1,Wholesale Trade,Male,5700,5000,53000,63800
2010Q2,Wholesale Trade,Male,5000,4500,50900,60300
2010Q3,Wholesale Trade,Male,4300,4600,50400,59300
2010Q4,Wholesale Trade,Male,5100,4900,50600,60500
2011Q1,Wholesale Trade,Male,5300,4300,53400,63000
2011Q2,Wholesale Trade,Male,5500,4200,54600,64300
2011Q3,Wholesale Trade,Male,5400,4100,53900,63400
2011Q4,Wholesale Trade,Male,5500,4100,54600,64200
2012Q1,Wholesale Trade,Male,5700,3600,55700,65000
2012Q2,Wholesale Trade,Male,5400,3700,56200,65300
2012Q3,Wholesale Trade,Male,5900,4900,58100,68800
2012Q4,Wholesale Trade,Male,5800,4800,58200,68900
2013Q1,Wholesale Trade,Male,5500,4200,57200,66900
2013Q2,Wholesale Trade,Male,5700,3900,57400,66900
2013Q3,Wholesale Trade,Male,5300,3900,58800,68000
2013Q4,Wholesale Trade,Male,5400,4800,59100,69400
2014Q1,Wholesale Trade,Male,4900,4500,58800,68300
2014Q2,Wholesale Trade,Male,5100,3800,58700,67600
2014Q3,Wholesale Trade,Male,5100,4000,59300,68400
2014Q4,Wholesale Trade,Male,4800,4200,57600,66600
2015Q1,Wholesale Trade,Male,4800,4500,56400,65700
2015Q2,Wholesale Trade,Male,5000,3900,57600,66500
2015Q3,Wholesale Trade,Male,5200,4800,59200,69100
2015Q4,Wholesale Trade,Male,5600,5200,58900,69600
2016Q1,Wholesale Trade,Male,5100,4000,62200,71400
2016Q2,Wholesale Trade,Male,4500,4600,60100,69200
2016Q3,Wholesale Trade,Male,5200,4500,61900,71600
2016Q4,Wholesale Trade,Male,5800,5400,59600,70800
2017Q1,Wholesale Trade,Male,5600,5000,62500,73200
2017Q2,Wholesale Trade,Male,5100,5200,58800,69200
2017Q3,Wholesale Trade,Male,6000,4400,61700,72100
2017Q4,Wholesale Trade,Male,5600,4400,61000,71000
2018Q1,Wholesale Trade,Male,5700,4700,61700,72100
2018Q2,Wholesale Trade,Male,5500,5200,64700,75400
2018Q3,Wholesale Trade,Male,5900,4900,66700,77500
2018Q4,Wholesale Trade,Male,5500,4500,66800,76800
1989Q1,Wholesale Trade,Female,1600,4500,18400,24400
1989Q2,Wholesale Trade,Female,1600,5000,18300,24900
1989Q3,Wholesale Trade,Female,1600,5100,17900,24600
1989Q4,Wholesale Trade,Female,1700,5400,17100,24100
1990Q1,Wholesale Trade,Female,1700,5100,17400,24300
1990Q2,Wholesale Trade,Female,1700,4900,17200,23800
1990Q3,Wholesale Trade,Female,1800,5500,17400,24600
1990Q4,Wholesale Trade,Female,1800,5600,17200,24500
1991Q1,Wholesale Trade,Female,1800,5300,17900,25000
1991Q2,Wholesale Trade,Female,1900,5200,16800,23900
1991Q3,Wholesale Trade,Female,1900,5000,16400,23300
1991Q4,Wholesale Trade,Female,1900,5200,16600,23700
1992Q1,Wholesale Trade,Female,2000,4800,17400,24200
1992Q2,Wholesale Trade,Female,2000,5400,16900,24400
1992Q3,Wholesale Trade,Female,2100,5700,16800,24500
1992Q4,Wholesale Trade,Female,2100,6000,16800,24900
1993Q1,Wholesale Trade,Female,2100,5700,17600,25400
1993Q2,Wholesale Trade,Female,2300,6100,17400,25800
1993Q3,Wholesale Trade,Female,2400,6600,17600,26700
1993Q4,Wholesale Trade,Female,2500,6900,17700,27200
1994Q1,Wholesale Trade,Female,2700,6000,18500,27100
1994Q2,Wholesale Trade,Female,2700,6800,18800,28300
1994Q3,Wholesale Trade,Female,2700,7200,18900,28700
1994Q4,Wholesale Trade,Female,2700,7400,19400,29400
1995Q1,Wholesale Trade,Female,2700,6400,19800,28900
1995Q2,Wholesale Trade,Female,2700,7400,19800,29800
1995Q3,Wholesale Trade,Female,2700,7400,20100,30200
1995Q4,Wholesale Trade,Female,2700,8100,20500,31200
1996Q1,Wholesale Trade,Female,2600,6500,20300,29500
1996Q2,Wholesale Trade,Female,2600,7600,20900,31200
1996Q3,Wholesale Trade,Female,2700,7400,21300,31400
1996Q4,Wholesale Trade,Female,2700,7300,21500,31400
1997Q1,Wholesale Trade,Female,2700,6400,21000,30100
1997Q2,Wholesale Trade,Female,2700,7200,21300,31100
1997Q3,Wholesale Trade,Female,2700,7300,21800,31800
1997Q4,Wholesale Trade,Female,2700,8000,22100,32800
1998Q1,Wholesale Trade,Female,2800,6700,21700,31100
1998Q2,Wholesale Trade,Female,2800,7000,21900,31700
1998Q3,Wholesale Trade,Female,2800,7200,21900,31900
1998Q4,Wholesale Trade,Female,2900,7500,21200,31600
1999Q1,Wholesale Trade,Female,2900,6700,21200,30800
1999Q2,Wholesale Trade,Female,2700,7000,21500,31200
1999Q3,Wholesale Trade,Female,2500,7000,21100,30600
1999Q4,Wholesale Trade,Female,2600,7700,22500,32800
2000Q1,Wholesale Trade,Female,2200,8000,22500,32700
2000Q2,Wholesale Trade,Female,2600,9100,22100,33800
2000Q3,Wholesale Trade,Female,2900,9100,21900,33900
2000Q4,Wholesale Trade,Female,2500,9900,22500,34800
2001Q1,Wholesale Trade,Female,2800,9300,22900,35000
2001Q2,Wholesale Trade,Female,2700,9500,23200,35400
2001Q3,Wholesale Trade,Female,3100,8700,22500,34300
2001Q4,Wholesale Trade,Female,3000,9200,22800,35000
2002Q1,Wholesale Trade,Female,2800,9200,22700,34700
2002Q2,Wholesale Trade,Female,3000,9000,23400,35300
2002Q3,Wholesale Trade,Female,3000,9300,23000,35300
2002Q4,Wholesale Trade,Female,3500,9100,23500,36100
2003Q1,Wholesale Trade,Female,3700,8000,22700,34400
2003Q2,Wholesale Trade,Female,3300,8200,22600,34100
2003Q3,Wholesale Trade,Female,2500,8100,22400,33100
2003Q4,Wholesale Trade,Female,2100,8300,23300,33700
2004Q1,Wholesale Trade,Female,2600,9100,22800,34400
2004Q2,Wholesale Trade,Female,2700,8300,23300,34300
2004Q3,Wholesale Trade,Female,2600,9000,22800,34500
2004Q4,Wholesale Trade,Female,3300,9000,22300,34500
2005Q1,Wholesale Trade,Female,2700,9600,23100,35400
2005Q2,Wholesale Trade,Female,3100,10100,24900,38100
2005Q3,Wholesale Trade,Female,2800,9300,24800,37000
2005Q4,Wholesale Trade,Female,2400,9600,24200,36200
2006Q1,Wholesale Trade,Female,2600,8600,23800,35100
2006Q2,Wholesale Trade,Female,2400,8200,23000,33600
2006Q3,Wholesale Trade,Female,2400,8600,23200,34200
2006Q4,Wholesale Trade,Female,2400,8100,23300,33800
2007Q1,Wholesale Trade,Female,2600,8400,22900,33900
2007Q2,Wholesale Trade,Female,2200,8000,24100,34400
2007Q3,Wholesale Trade,Female,2400,8800,24400,35600
2007Q4,Wholesale Trade,Female,2500,10300,24300,37100
2008Q1,Wholesale Trade,Female,2200,9900,24200,36300
2008Q2,Wholesale Trade,Female,2700,10100,24500,37300
2008Q3,Wholesale Trade,Female,2700,9800,24100,36700
2008Q4,Wholesale Trade,Female,3000,9200,24200,36400
2009Q1,Wholesale Trade,Female,2400,9700,23700,35800
2009Q2,Wholesale Trade,Female,2500,10600,22700,35800
2009Q3,Wholesale Trade,Female,2500,8400,22300,33200
2009Q4,Wholesale Trade,Female,2400,8300,22900,33700
2010Q1,Wholesale Trade,Female,2200,8400,22600,33300
2010Q2,Wholesale Trade,Female,2400,8000,21700,32100
2010Q3,Wholesale Trade,Female,2000,8700,21200,31900
2010Q4,Wholesale Trade,Female,2900,8200,22000,33100
2011Q1,Wholesale Trade,Female,2600,8400,23000,33900
2011Q2,Wholesale Trade,Female,2500,9200,22900,34500
2011Q3,Wholesale Trade,Female,2600,9000,22500,34100
2011Q4,Wholesale Trade,Female,2000,8900,23400,34300
2012Q1,Wholesale Trade,Female,3100,9300,25800,38200
2012Q2,Wholesale Trade,Female,3300,9800,23000,36100
2012Q3,Wholesale Trade,Female,4100,10100,23000,37200
2012Q4,Wholesale Trade,Female,4100,10500,23200,37800
2013Q1,Wholesale Trade,Female,3500,10200,23100,36800
2013Q2,Wholesale Trade,Female,4000,10200,24300,38500
2013Q3,Wholesale Trade,Female,3400,9300,24000,36700
2013Q4,Wholesale Trade,Female,3800,9800,24400,38100
2014Q1,Wholesale Trade,Female,4400,8600,24700,37700
2014Q2,Wholesale Trade,Female,4500,7900,25100,37500
2014Q3,Wholesale Trade,Female,5900,9800,27100,42800
2014Q4,Wholesale Trade,Female,2200,10900,23800,36900
2015Q1,Wholesale Trade,Female,3400,10600,24200,38100
2015Q2,Wholesale Trade,Female,2600,10500,25800,38900
2015Q3,Wholesale Trade,Female,2000,10400,25900,38200
2015Q4,Wholesale Trade,Female,2000,10500,25900,38400
2016Q1,Wholesale Trade,Female,2000,10200,26600,38700
2016Q2,Wholesale Trade,Female,1900,8900,25900,36700
2016Q3,Wholesale Trade,Female,2100,8400,26100,36600
2016Q4,Wholesale Trade,Female,2100,10300,25700,38100
2017Q1,Wholesale Trade,Female,2100,9900,26700,38600
2017Q2,Wholesale Trade,Female,1700,11900,26200,39800
2017Q3,Wholesale Trade,Female,2100,9700,27200,39000
2017Q4,Wholesale Trade,Female,2700,10800,26800,40300
2018Q1,Wholesale Trade,Female,2400,10500,27200,40100
2018Q2,Wholesale Trade,Female,2900,9800,28800,41500
2018Q3,Wholesale Trade,Female,2500,9800,28600,40900
2018Q4,Wholesale Trade,Female,1700,10800,28700,41200
1989Q1,Wholesale Trade,Both Sexes,6400,6700,60700,73800
1989Q2,Wholesale Trade,Both Sexes,6500,7400,58500,72400
1989Q3,Wholesale Trade,Both Sexes,6600,7600,57600,71800
1989Q4,Wholesale Trade,Both Sexes,6700,8000,55000,69700
1990Q1,Wholesale Trade,Both Sexes,6800,7600,57800,72200
1990Q2,Wholesale Trade,Both Sexes,6900,7400,55100,69400
1990Q3,Wholesale Trade,Both Sexes,7000,8000,56500,71500
1990Q4,Wholesale Trade,Both Sexes,7000,8300,56600,71900
1991Q1,Wholesale Trade,Both Sexes,7100,8100,59200,74400
1991Q2,Wholesale Trade,Both Sexes,7200,7700,55200,70100
1991Q3,Wholesale Trade,Both Sexes,7300,7600,53800,68700
1991Q4,Wholesale Trade,Both Sexes,7400,7900,54000,69400
1992Q1,Wholesale Trade,Both Sexes,7600,7300,57100,72000
1992Q2,Wholesale Trade,Both Sexes,7700,8000,55400,71000
1992Q3,Wholesale Trade,Both Sexes,7800,8400,54900,71000
1992Q4,Wholesale Trade,Both Sexes,7900,8800,55400,72000
1993Q1,Wholesale Trade,Both Sexes,8000,8300,57400,73700
1993Q2,Wholesale Trade,Both Sexes,8400,9000,57000,74300
1993Q3,Wholesale Trade,Both Sexes,8700,9700,57500,75900
1993Q4,Wholesale Trade,Both Sexes,9100,10100,58500,77700
1994Q1,Wholesale Trade,Both Sexes,9500,8900,60400,78800
1994Q2,Wholesale Trade,Both Sexes,9600,9800,61900,81300
1994Q3,Wholesale Trade,Both Sexes,9600,10500,61900,82000
1994Q4,Wholesale Trade,Both Sexes,9600,10800,63300,83700
1995Q1,Wholesale Trade,Both Sexes,9700,9400,65100,84200
1995Q2,Wholesale Trade,Both Sexes,9600,10900,64100,84700
1995Q3,Wholesale Trade,Both Sexes,9600,11000,65500,86100
1995Q4,Wholesale Trade,Both Sexes,9600,11900,67200,88600
1996Q1,Wholesale Trade,Both Sexes,9600,9600,67000,86100
1996Q2,Wholesale Trade,Both Sexes,9500,11400,68200,89100
1996Q3,Wholesale Trade,Both Sexes,9500,11300,70100,90900
1996Q4,Wholesale Trade,Both Sexes,9500,11100,70400,90900
1997Q1,Wholesale Trade,Both Sexes,9500,9500,68800,87900
1997Q2,Wholesale Trade,Both Sexes,9500,10800,72000,92300
1997Q3,Wholesale Trade,Both Sexes,9600,10800,73400,93800
1997Q4,Wholesale Trade,Both Sexes,9600,12000,74100,95600
1998Q1,Wholesale Trade,Both Sexes,9600,9900,70400,89900
1998Q2,Wholesale Trade,Both Sexes,9700,10400,73000,93100
1998Q3,Wholesale Trade,Both Sexes,9800,10500,72500,92900
1998Q4,Wholesale Trade,Both Sexes,10000,11200,68700,89900
1999Q1,Wholesale Trade,Both Sexes,10100,10100,67900,88100
1999Q2,Wholesale Trade,Both Sexes,9300,10300,67600,87200
1999Q3,Wholesale Trade,Both Sexes,8400,10500,67200,86000
1999Q4,Wholesale Trade,Both Sexes,8500,11400,69900,89800
2000Q1,Wholesale Trade,Both Sexes,8200,11900,69900,89900
2000Q2,Wholesale Trade,Both Sexes,8200,12900,68700,89800
2000Q3,Wholesale Trade,Both Sexes,8800,13500,69700,92000
2000Q4,Wholesale Trade,Both Sexes,7800,14900,71100,93800
2001Q1,Wholesale Trade,Both Sexes,8700,13500,72300,94500
2001Q2,Wholesale Trade,Both Sexes,7800,13500,73100,94500
2001Q3,Wholesale Trade,Both Sexes,8400,12400,71800,92600
2001Q4,Wholesale Trade,Both Sexes,8200,13200,72500,93900
2002Q1,Wholesale Trade,Both Sexes,8200,12800,73000,94100
2002Q2,Wholesale Trade,Both Sexes,8600,12800,73900,95300
2002Q3,Wholesale Trade,Both Sexes,9200,13000,73800,96000
2002Q4,Wholesale Trade,Both Sexes,9800,13200,74500,97500
2003Q1,Wholesale Trade,Both Sexes,10000,11600,73100,94700
2003Q2,Wholesale Trade,Both Sexes,9300,12600,72300,94200
2003Q3,Wholesale Trade,Both Sexes,7900,12200,72600,92800
2003Q4,Wholesale Trade,Both Sexes,8100,12300,74100,94600
2004Q1,Wholesale Trade,Both Sexes,8800,13400,71000,93100
2004Q2,Wholesale Trade,Both Sexes,9300,12800,75000,97100
2004Q3,Wholesale Trade,Both Sexes,9700,13600,75500,98800
2004Q4,Wholesale Trade,Both Sexes,9900,13200,74300,97400
2005Q1,Wholesale Trade,Both Sexes,9000,14000,76200,99200
2005Q2,Wholesale Trade,Both Sexes,10300,14800,78900,104100
2005Q3,Wholesale Trade,Both Sexes,9900,14200,78900,102900
2005Q4,Wholesale Trade,Both Sexes,8900,14200,77800,100900
2006Q1,Wholesale Trade,Both Sexes,9400,13300,76600,99300
2006Q2,Wholesale Trade,Both Sexes,8200,13000,74800,96100
2006Q3,Wholesale Trade,Both Sexes,8200,13000,76200,97500
2006Q4,Wholesale Trade,Both Sexes,8000,13100,76900,98000
2007Q1,Wholesale Trade,Both Sexes,8300,13300,76500,98100
2007Q2,Wholesale Trade,Both Sexes,7900,13000,77900,98800
2007Q3,Wholesale Trade,Both Sexes,8400,13700,78900,101000
2007Q4,Wholesale Trade,Both Sexes,9000,15700,81600,106200
2008Q1,Wholesale Trade,Both Sexes,8000,15100,80800,103900
2008Q2,Wholesale Trade,Both Sexes,8600,14800,80800,104200
2008Q3,Wholesale Trade,Both Sexes,8800,14200,80900,104000
2008Q4,Wholesale Trade,Both Sexes,9100,14600,79500,103200
2009Q1,Wholesale Trade,Both Sexes,8000,15300,77400,100700
2009Q2,Wholesale Trade,Both Sexes,9000,15800,74800,99500
2009Q3,Wholesale Trade,Both Sexes,8500,13100,73400,95100
2009Q4,Wholesale Trade,Both Sexes,7900,13400,75100,96500
2010Q1,Wholesale Trade,Both Sexes,8000,13400,75700,97100
2010Q2,Wholesale Trade,Both Sexes,7300,12500,72600,92400
2010Q3,Wholesale Trade,Both Sexes,6200,13300,71700,91200
2010Q4,Wholesale Trade,Both Sexes,7900,13100,72600,93600
2011Q1,Wholesale Trade,Both Sexes,7900,12700,76300,96900
2011Q2,Wholesale Trade,Both Sexes,8000,13400,77500,98900
2011Q3,Wholesale Trade,Both Sexes,8000,13100,76400,97500
2011Q4,Wholesale Trade,Both Sexes,7400,13000,78100,98500
2012Q1,Wholesale Trade,Both Sexes,8800,12900,81500,103200
2012Q2,Wholesale Trade,Both Sexes,8800,13500,79100,101400
2012Q3,Wholesale Trade,Both Sexes,10000,15000,81100,106000
