YearQuarter,Industry,Gender,Average Weekly Ordinary Time Hours Paid,Average Weekly Overtime Hours Paid,Average Total (Ordinary Time + Overtime) Weekly Hours Paid
2008Q3,Wholesale Trade,Both Sexes,35.33,0.8,36.12
2008Q4,Wholesale Trade,Both Sexes,34.36,0.77,35.13
2009Q1,Wholesale Trade,Both Sexes,34.9,0.68,35.57
2009Q2,Wholesale Trade,Both Sexes,34.8,0.57,35.37
2009Q3,Wholesale Trade,Both Sexes,35.38,0.62,36
2009Q4,Wholesale Trade,Both Sexes,35.61,0.75,36.36
2010Q1,Wholesale Trade,Both Sexes,34.71,0.77,35.48
2010Q2,Wholesale Trade,Both Sexes,35.73,0.75,36.48
2010Q3,Wholesale Trade,Both Sexes,35.36,0.8,36.16
2010Q4,Wholesale Trade,Both Sexes,36.04,0.84,36.89
2011Q1,Wholesale Trade,Both Sexes,35.69,0.76,36.45
2011Q2,Wholesale Trade,Both Sexes,35.94,0.71,36.65
2011Q3,Wholesale Trade,Both Sexes,35.95,0.76,36.71
2011Q4,Wholesale Trade,Both Sexes,35.64,0.83,36.47
2012Q1,Wholesale Trade,Both Sexes,35.26,0.85,36.11
2012Q2,Wholesale Trade,Both Sexes,36.31,0.77,37.08
2012Q3,Wholesale Trade,Both Sexes,35.24,0.91,36.15
2012Q4,Wholesale Trade,Both Sexes,34.61,1.13,35.75
2013Q1,Wholesale Trade,Both Sexes,35.07,1.13,36.2
2013Q2,Wholesale Trade,Both Sexes,35.7,1.13,36.83
2013Q3,Wholesale Trade,Both Sexes,36.24,0.71,36.96
2013Q4,Wholesale Trade,Both Sexes,35.88,0.93,36.8
2014Q1,Wholesale Trade,Both Sexes,35.85,0.79,36.63
2014Q2,Wholesale Trade,Both Sexes,36.3,0.84,37.15
2014Q3,Wholesale Trade,Both Sexes,35.97,0.81,36.78
2014Q4,Wholesale Trade,Both Sexes,35.61,0.83,36.45
2015Q1,Wholesale Trade,Both Sexes,35.47,0.86,36.33
2015Q2,Wholesale Trade,Both Sexes,35.83,0.74,36.58
2015Q3,Wholesale Trade,Both Sexes,35.6,0.72,36.32
2015Q4,Wholesale Trade,Both Sexes,35.76,0.85,36.61
2016Q1,Wholesale Trade,Both Sexes,36.64,0.69,37.33
2016Q2,Wholesale Trade,Both Sexes,36.82,0.62,37.44
2016Q3,Wholesale Trade,Both Sexes,37.5,0.82,38.32
2016Q4,Wholesale Trade,Both Sexes,36.48,0.88,37.36
2017Q1,Wholesale Trade,Both Sexes,35.46,0.79,36.24
2017Q2,Wholesale Trade,Both Sexes,35.05,0.86,35.91
2017Q3,Wholesale Trade,Both Sexes,35.43,0.82,36.24
2017Q4,Wholesale Trade,Both Sexes,36.19,0.89,37.08
2018Q1,Wholesale Trade,Both Sexes,35.71,0.96,36.67
2018Q2,Wholesale Trade,Both Sexes,36.03,0.74,36.76
2018Q3,Wholesale Trade,Both Sexes,35.54,0.75,36.29
2018Q4,Wholesale Trade,Both Sexes,35.56,0.95,36.51
1989Q1,Retail Trade,Male,29.48,2.5,31.98
1989Q2,Retail Trade,Male,29.79,2.34,32.13
1989Q3,Retail Trade,Male,29.46,2.17,31.63
1989Q4,Retail Trade,Male,29.96,2.36,32.31
1990Q1,Retail Trade,Male,29.73,2.27,32
1990Q2,Retail Trade,Male,29.93,2.39,32.33
1990Q3,Retail Trade,Male,29.84,2.33,32.18
1990Q4,Retail Trade,Male,29.61,2.63,32.24
1991Q1,Retail Trade,Male,30.06,2.11,32.18
1991Q2,Retail Trade,Male,30.13,1.96,32.09
1991Q3,Retail Trade,Male,29.85,1.62,31.48
1991Q4,Retail Trade,Male,29.95,1.58,31.52
1992Q1,Retail Trade,Male,30.11,1.54,31.65
1992Q2,Retail Trade,Male,30.25,1.56,31.81
1992Q3,Retail Trade,Male,29.85,1.3,31.14
1992Q4,Retail Trade,Male,30.07,1.42,31.49
1993Q1,Retail Trade,Male,30.47,1.37,31.85
1993Q2,Retail Trade,Male,30.41,1.4,31.81
1993Q3,Retail Trade,Male,29.87,1.27,31.13
1993Q4,Retail Trade,Male,29.99,1.32,31.31
1994Q1,Retail Trade,Male,30.23,1.18,31.41
1994Q2,Retail Trade,Male,30.12,1.25,31.37
1994Q3,Retail Trade,Male,29.83,1.19,31.02
1994Q4,Retail Trade,Male,30.16,1.29,31.45
1995Q1,Retail Trade,Male,30.17,1.1,31.28
1995Q2,Retail Trade,Male,29.96,1.22,31.18
1995Q3,Retail Trade,Male,29.93,1.02,30.95
1995Q4,Retail Trade,Male,30.2,1.13,31.32
1996Q1,Retail Trade,Male,30.43,1.01,31.44
1996Q2,Retail Trade,Male,30.09,0.94,31.03
1996Q3,Retail Trade,Male,29.96,0.91,30.87
1996Q4,Retail Trade,Male,30.22,0.89,31.1
1997Q1,Retail Trade,Male,30.08,0.8,30.88
1997Q2,Retail Trade,Male,29.84,0.86,30.7
1997Q3,Retail Trade,Male,29.57,0.77,30.34
1997Q4,Retail Trade,Male,29.93,0.81,30.74
1998Q1,Retail Trade,Male,29.79,0.7,30.49
1998Q2,Retail Trade,Male,30.25,0.62,30.87
1998Q3,Retail Trade,Male,30.17,0.57,30.74
1998Q4,Retail Trade,Male,29.85,0.62,30.47
1999Q1,Retail Trade,Male,30.18,0.62,30.8
1999Q2,Retail Trade,Male,29.88,0.6,30.47
1999Q3,Retail Trade,Male,29.7,0.58,30.28
1999Q4,Retail Trade,Male,29.91,0.76,30.67
2000Q1,Retail Trade,Male,30.98,0.75,31.73
2000Q2,Retail Trade,Male,30.45,0.64,31.09
2000Q3,Retail Trade,Male,30.38,0.7,31.08
2000Q4,Retail Trade,Male,30.64,0.59,31.22
2001Q1,Retail Trade,Male,30.72,0.77,31.49
2001Q2,Retail Trade,Male,30.69,0.67,31.36
2001Q3,Retail Trade,Male,31,0.7,31.7
2001Q4,Retail Trade,Male,31.08,0.79,31.87
2002Q1,Retail Trade,Male,31.72,0.82,32.54
2002Q2,Retail Trade,Male,31,0.75,31.74
2002Q3,Retail Trade,Male,31.66,1.03,32.69
2002Q4,Retail Trade,Male,31.46,1.04,32.5
2003Q1,Retail Trade,Male,32.05,1.17,33.21
2003Q2,Retail Trade,Male,32.04,0.95,32.99
2003Q3,Retail Trade,Male,31.9,0.86,32.77
2003Q4,Retail Trade,Male,31.89,1.02,32.92
2004Q1,Retail Trade,Male,31.71,1.18,32.89
2004Q2,Retail Trade,Male,30.95,0.59,31.54
2004Q3,Retail Trade,Male,32.65,0.59,33.25
2004Q4,Retail Trade,Male,32.43,1.13,33.56
2005Q1,Retail Trade,Male,32.94,1.35,34.3
2005Q2,Retail Trade,Male,31.8,1,32.8
2005Q3,Retail Trade,Male,30.93,1.04,31.97
2005Q4,Retail Trade,Male,31.17,1.25,32.42
2006Q1,Retail Trade,Male,31.59,1.36,32.95
2006Q2,Retail Trade,Male,31.33,1.01,32.34
2006Q3,Retail Trade,Male,31.36,1.13,32.5
2006Q4,Retail Trade,Male,30.82,1.05,31.87
2007Q1,Retail Trade,Male,31.08,1.36,32.44
2007Q2,Retail Trade,Male,30.36,1.12,31.48
2007Q3,Retail Trade,Male,29.7,0.97,30.68
2007Q4,Retail Trade,Male,29.64,1.39,31.03
2008Q1,Retail Trade,Male,30.36,1.36,31.71
2008Q2,Retail Trade,Male,30.15,1.08,31.23
2008Q3,Retail Trade,Male,30.56,1.18,31.73
2008Q4,Retail Trade,Male,30.5,1.2,31.7
2009Q1,Retail Trade,Male,31.03,1.3,32.34
2009Q2,Retail Trade,Male,30.78,1.14,31.92
2009Q3,Retail Trade,Male,30.44,0.99,31.43
2009Q4,Retail Trade,Male,31.61,0.92,32.53
2010Q1,Retail Trade,Male,31.79,0.95,32.74
2010Q2,Retail Trade,Male,31.31,0.83,32.14
2010Q3,Retail Trade,Male,31.94,0.93,32.86
2010Q4,Retail Trade,Male,31.21,1.04,32.26
2011Q1,Retail Trade,Male,32.45,1.17,33.62
2011Q2,Retail Trade,Male,32.4,0.78,33.18
2011Q3,Retail Trade,Male,32.46,1.01,33.47
2011Q4,Retail Trade,Male,33.21,1.03,34.24
2012Q1,Retail Trade,Male,33.05,1.12,34.17
2012Q2,Retail Trade,Male,33.8,1.19,34.99
2012Q3,Retail Trade,Male,32.35,1.01,33.35
2012Q4,Retail Trade,Male,32.75,1.14,33.89
2013Q1,Retail Trade,Male,33.01,1.29,34.3
2013Q2,Retail Trade,Male,34.2,1.56,35.76
2013Q3,Retail Trade,Male,32.58,1.1,33.69
2013Q4,Retail Trade,Male,32.57,1.55,34.12
2014Q1,Retail Trade,Male,32.65,1.34,33.99
2014Q2,Retail Trade,Male,32.47,1.13,33.6
2014Q3,Retail Trade,Male,32.17,1.07,33.24
2014Q4,Retail Trade,Male,31.71,1.12,32.83
2015Q1,Retail Trade,Male,32.15,1.09,33.24
2015Q2,Retail Trade,Male,31.73,1.01,32.74
2015Q3,Retail Trade,Male,32.02,1.05,33.07
2015Q4,Retail Trade,Male,32.29,1.14,33.43
2016Q1,Retail Trade,Male,32.19,0.95,33.14
2016Q2,Retail Trade,Male,32.87,0.71,33.57
2016Q3,Retail Trade,Male,32.38,0.57,32.95
2016Q4,Retail Trade,Male,32.47,0.83,33.3
2017Q1,Retail Trade,Male,33.23,1.03,34.26
2017Q2,Retail Trade,Male,32.8,0.63,33.43
2017Q3,Retail Trade,Male,32.39,0.63,33.02
2017Q4,Retail Trade,Male,32.51,0.81,33.32
2018Q1,Retail Trade,Male,32.96,1.04,34.01
2018Q2,Retail Trade,Male,33.05,0.69,33.74
2018Q3,Retail Trade,Male,33.53,0.63,34.15
2018Q4,Retail Trade,Male,33.65,0.8,34.45
1989Q1,Retail Trade,Female,24.51,1.94,26.45
1989Q2,Retail Trade,Female,24.58,1.83,26.41
1989Q3,Retail Trade,Female,24.39,1.68,26.07
1989Q4,Retail Trade,Female,24.78,1.85,26.63
1990Q1,Retail Trade,Female,24.12,1.86,25.98
1990Q2,Retail Trade,Female,24.29,1.98,26.27
1990Q3,Retail Trade,Female,24.19,1.93,26.11
1990Q4,Retail Trade,Female,24.31,2.24,26.55
1991Q1,Retail Trade,Female,24.74,1.67,26.41
1991Q2,Retail Trade,Female,24.99,1.6,26.59
1991Q3,Retail Trade,Female,24.58,1.38,25.96
1991Q4,Retail Trade,Female,24.81,1.39,26.2
1992Q1,Retail Trade,Female,24.83,1.26,26.09
1992Q2,Retail Trade,Female,25.17,1.04,26.21
1992Q3,Retail Trade,Female,24.67,0.91,25.58
1992Q4,Retail Trade,Female,25.54,1.02,26.56
1993Q1,Retail Trade,Female,25.23,1.02,26.25
1993Q2,Retail Trade,Female,25.09,1.11,26.2
1993Q3,Retail Trade,Female,24.64,0.93,25.56
1993Q4,Retail Trade,Female,25.02,0.92,25.94
1994Q1,Retail Trade,Female,24.67,0.75,25.41
1994Q2,Retail Trade,Female,25.11,0.75,25.86
1994Q3,Retail Trade,Female,24.87,0.7,25.58
1994Q4,Retail Trade,Female,25.24,0.81,26.05
1995Q1,Retail Trade,Female,24.83,0.7,25.53
1995Q2,Retail Trade,Female,24.78,0.71,25.49
1995Q3,Retail Trade,Female,24.53,0.52,25.04
1995Q4,Retail Trade,Female,25.32,0.58,25.9
1996Q1,Retail Trade,Female,25.09,0.5,25.59
1996Q2,Retail Trade,Female,25.01,0.51,25.52
1996Q3,Retail Trade,Female,24.85,0.43,25.28
1996Q4,Retail Trade,Female,25.61,0.47,26.08
1997Q1,Retail Trade,Female,24.86,0.39,25.25
1997Q2,Retail Trade,Female,24.93,0.41,25.34
1997Q3,Retail Trade,Female,24.34,0.33,24.67
1997Q4,Retail Trade,Female,24.95,0.45,25.4
1998Q1,Retail Trade,Female,24.57,0.37,24.94
1998Q2,Retail Trade,Female,24.89,0.35,25.23
1998Q3,Retail Trade,Female,24.69,0.26,24.95
1998Q4,Retail Trade,Female,25.14,0.33,25.47
1999Q1,Retail Trade,Female,25.06,0.34,25.4
1999Q2,Retail Trade,Female,24.87,0.29,25.16
1999Q3,Retail Trade,Female,24.39,0.32,24.71
1999Q4,Retail Trade,Female,24.71,0.53,25.25
2000Q1,Retail Trade,Female,24.75,0.57,25.32
2000Q2,Retail Trade,Female,24.86,0.34,25.21
2000Q3,Retail Trade,Female,24.85,0.33,25.19
2000Q4,Retail Trade,Female,25.5,0.39,25.89
2001Q1,Retail Trade,Female,25.6,0.59,26.19
2001Q2,Retail Trade,Female,25.3,0.26,25.56
2001Q3,Retail Trade,Female,24.8,0.26,25.06
2001Q4,Retail Trade,Female,25.77,0.41,26.18
2002Q1,Retail Trade,Female,26.3,0.5,26.79
2002Q2,Retail Trade,Female,26.03,0.37,26.4
2002Q3,Retail Trade,Female,25.75,0.5,26.25
2002Q4,Retail Trade,Female,25.93,0.49,26.42
2003Q1,Retail Trade,Female,26.42,0.57,26.99
2003Q2,Retail Trade,Female,26.19,0.42,26.61
2003Q3,Retail Trade,Female,25.77,0.46,26.23
2003Q4,Retail Trade,Female,26.32,0.66,26.99
2004Q1,Retail Trade,Female,26.15,0.73,26.88
2004Q2,Retail Trade,Female,25.76,0.16,25.92
2004Q3,Retail Trade,Female,26.53,0.2,26.73
2004Q4,Retail Trade,Female,26.91,0.81,27.72
2005Q1,Retail Trade,Female,26.43,1.01,27.45
2005Q2,Retail Trade,Female,26.28,0.73,27.02
2005Q3,Retail Trade,Female,25.28,0.7,25.99
2005Q4,Retail Trade,Female,25.9,0.75,26.65
2006Q1,Retail Trade,Female,26.46,0.94,27.4
2006Q2,Retail Trade,Female,25.69,0.7,26.39
2006Q3,Retail Trade,Female,25.27,0.83,26.1
2006Q4,Retail Trade,Female,25.99,0.81,26.8
2007Q1,Retail Trade,Female,26.19,0.88,27.07
2007Q2,Retail Trade,Female,26.21,0.91,27.12
2007Q3,Retail Trade,Female,25.29,0.75,26.04
2007Q4,Retail Trade,Female,25.6,1.23,26.83
2008Q1,Retail Trade,Female,26.32,1.35,27.67
2008Q2,Retail Trade,Female,25.94,0.89,26.84
2008Q3,Retail Trade,Female,25.9,0.9,26.8
2008Q4,Retail Trade,Female,26.26,0.99,27.25
2009Q1,Retail Trade,Female,26.86,1.29,28.14
2009Q2,Retail Trade,Female,26.15,0.8,26.95
2009Q3,Retail Trade,Female,25.71,0.85,26.56
2009Q4,Retail Trade,Female,25.58,0.79,26.37
2010Q1,Retail Trade,Female,26.55,0.8,27.35
2010Q2,Retail Trade,Female,25.95,0.72,26.67
2010Q3,Retail Trade,Female,25.99,0.8,26.79
2010Q4,Retail Trade,Female,26.34,0.89,27.23
2011Q1,Retail Trade,Female,26.44,0.9,27.34
2011Q2,Retail Trade,Female,26.42,0.63,27.05
2011Q3,Retail Trade,Female,25.55,0.85,26.4
2011Q4,Retail Trade,Female,26.58,0.88,27.46
2012Q1,Retail Trade,Female,26.51,0.98,27.49
2012Q2,Retail Trade,Female,26.7,0.97,27.67
2012Q3,Retail Trade,Female,25.47,0.86,26.32
2012Q4,Retail Trade,Female,25.23,0.92,26.14
2013Q1,Retail Trade,Female,26.04,0.97,27.02
2013Q2,Retail Trade,Female,26,1.18,27.18
2013Q3,Retail Trade,Female,25.28,1,26.28
2013Q4,Retail Trade,Female,25.8,1.44,27.24
2014Q1,Retail Trade,Female,26.31,1.36,27.67
2014Q2,Retail Trade,Female,26.06,0.92,26.97
2014Q3,Retail Trade,Female,25.87,0.62,26.48
2014Q4,Retail Trade,Female,26.11,0.98,27.09
2015Q1,Retail Trade,Female,26.72,0.98,27.7
2015Q2,Retail Trade,Female,26.21,0.81,27.02
2015Q3,Retail Trade,Female,25.88,0.8,26.68
2015Q4,Retail Trade,Female,26.64,0.79,27.43
2016Q1,Retail Trade,Female,27.04,0.78,27.82
2016Q2,Retail Trade,Female,27.31,0.38,27.69
2016Q3,Retail Trade,Female,27.28,0.35,27.63
2016Q4,Retail Trade,Female,27.37,0.5,27.87
2017Q1,Retail Trade,Female,28.53,0.71,29.24
2017Q2,Retail Trade,Female,27.48,0.38,27.86
2017Q3,Retail Trade,Female,27.32,0.38,27.71
2017Q4,Retail Trade,Female,27.22,0.5,27.72
2018Q1,Retail Trade,Female,27.21,0.71,27.92
2018Q2,Retail Trade,Female,27.24,0.41,27.65
2018Q3,Retail Trade,Female,26.79,0.44,27.23
2018Q4,Retail Trade,Female,26.97,0.5,27.47
1989Q1,Retail Trade,Both Sexes,26.7,2.19,28.89
1989Q2,Retail Trade,Both Sexes,26.9,2.06,28.96
1989Q3,Retail Trade,Both Sexes,26.65,1.9,28.55
1989Q4,Retail Trade,Both Sexes,27.06,2.07,29.13
1990Q1,Retail Trade,Both Sexes,26.54,2.04,28.58
1990Q2,Retail Trade,Both Sexes,26.76,2.16,28.92
1990Q3,Retail Trade,Both Sexes,26.67,2.11,28.78
1990Q4,Retail Trade,Both Sexes,26.65,2.41,29.06
1991Q1,Retail Trade,Both Sexes,27.06,1.86,28.93
1991Q2,Retail Trade,Both Sexes,27.26,1.76,29.02
1991Q3,Retail Trade,Both Sexes,26.92,1.49,28.41
1991Q4,Retail Trade,Both Sexes,27.09,1.47,28.56
1992Q1,Retail Trade,Both Sexes,27.15,1.38,28.53
1992Q2,Retail Trade,Both Sexes,27.39,1.27,28.65
1992Q3,Retail Trade,Both Sexes,26.95,1.08,28.03
1992Q4,Retail Trade,Both Sexes,27.52,1.19,28.71
1993Q1,Retail Trade,Both Sexes,27.5,1.17,28.68
1993Q2,Retail Trade,Both Sexes,27.43,1.24,28.66
1993Q3,Retail Trade,Both Sexes,26.92,1.08,28
1993Q4,Retail Trade,Both Sexes,27.19,1.1,28.29
1994Q1,Retail Trade,Both Sexes,27.06,0.93,28
1994Q2,Retail Trade,Both Sexes,27.3,0.97,28.27
1994Q3,Retail Trade,Both Sexes,27.05,0.92,27.96
1994Q4,Retail Trade,Both Sexes,27.4,1.02,28.42
1995Q1,Retail Trade,Both Sexes,27.12,0.88,28
1995Q2,Retail Trade,Both Sexes,27.04,0.93,27.96
1995Q3,Retail Trade,Both Sexes,26.89,0.74,27.63
1995Q4,Retail Trade,Both Sexes,27.44,0.82,28.26
1996Q1,Retail Trade,Both Sexes,27.38,0.72,28.1
1996Q2,Retail Trade,Both Sexes,27.23,0.7,27.93
1996Q3,Retail Trade,Both Sexes,27.09,0.64,27.73
1996Q4,Retail Trade,Both Sexes,27.61,0.65,28.26
1997Q1,Retail Trade,Both Sexes,27.08,0.57,27.65
1997Q2,Retail Trade,Both Sexes,27.04,0.61,27.65
1997Q3,Retail Trade,Both Sexes,26.58,0.52,27.1
1997Q4,Retail Trade,Both Sexes,27.1,0.61,27.71
1998Q1,Retail Trade,Both Sexes,26.8,0.51,27.31
1998Q2,Retail Trade,Both Sexes,27.2,0.47,27.66
1998Q3,Retail Trade,Both Sexes,27.07,0.4,27.46
1998Q4,Retail Trade,Both Sexes,27.17,0.45,27.63
1999Q1,Retail Trade,Both Sexes,27.24,0.46,27.7
1999Q2,Retail Trade,Both Sexes,27,0.42,27.43
1999Q3,Retail Trade,Both Sexes,26.65,0.43,27.08
1999Q4,Retail Trade,Both Sexes,26.93,0.63,27.55
2000Q1,Retail Trade,Both Sexes,27.38,0.64,28.02
2000Q2,Retail Trade,Both Sexes,27.22,0.47,27.69
2000Q3,Retail Trade,Both Sexes,27.17,0.49,27.66
2000Q4,Retail Trade,Both Sexes,27.66,0.47,28.13
2001Q1,Retail Trade,Both Sexes,27.76,0.67,28.43
2001Q2,Retail Trade,Both Sexes,27.57,0.43,28
2001Q3,Retail Trade,Both Sexes,27.39,0.45,27.84
2001Q4,Retail Trade,Both Sexes,27.99,0.57,28.56
2002Q1,Retail Trade,Both Sexes,28.58,0.64,29.21
2002Q2,Retail Trade,Both Sexes,28.14,0.53,28.67
2002Q3,Retail Trade,Both Sexes,28.27,0.73,29
2002Q4,Retail Trade,Both Sexes,28.2,0.72,28.91
2003Q1,Retail Trade,Both Sexes,28.7,0.81,29.51
2003Q2,Retail Trade,Both Sexes,28.65,0.64,29.29
2003Q3,Retail Trade,Both Sexes,28.33,0.63,28.96
2003Q4,Retail Trade,Both Sexes,28.65,0.81,29.46
2004Q1,Retail Trade,Both Sexes,28.44,0.91,29.35
2004Q2,Retail Trade,Both Sexes,27.93,0.34,28.27
2004Q3,Retail Trade,Both Sexes,29.04,0.36,29.4
2004Q4,Retail Trade,Both Sexes,29.15,0.94,30.09
2005Q1,Retail Trade,Both Sexes,29.01,1.15,30.15
2005Q2,Retail Trade,Both Sexes,28.42,0.84,29.26
2005Q3,Retail Trade,Both Sexes,27.54,0.84,28.37
2005Q4,Retail Trade,Both Sexes,28,0.95,28.95
2006Q1,Retail Trade,Both Sexes,28.52,1.11,29.63
2006Q2,Retail Trade,Both Sexes,28,0.83,28.83
2006Q3,Retail Trade,Both Sexes,27.77,0.96,28.73
2006Q4,Retail Trade,Both Sexes,28,0.91,28.91
2007Q1,Retail Trade,Both Sexes,28.22,1.08,29.3
2007Q2,Retail Trade,Both Sexes,27.94,1,28.94
2007Q3,Retail Trade,Both Sexes,27.12,0.84,27.97
2007Q4,Retail Trade,Both Sexes,27.26,1.3,28.56
2008Q1,Retail Trade,Both Sexes,27.99,1.35,29.34
2008Q2,Retail Trade,Both Sexes,27.68,0.97,28.64
2008Q3,Retail Trade,Both Sexes,27.83,1.01,28.84
2008Q4,Retail Trade,Both Sexes,27.98,1.07,29.05
2009Q1,Retail Trade,Both Sexes,28.53,1.29,29.83
2009Q2,Retail Trade,Both Sexes,28,0.93,28.94
2009Q3,Retail Trade,Both Sexes,27.62,0.91,28.53
2009Q4,Retail Trade,Both Sexes,27.99,0.84,28.83
2010Q1,Retail Trade,Both Sexes,28.67,0.86,29.53
2010Q2,Retail Trade,Both Sexes,28.12,0.76,28.88
2010Q3,Retail Trade,Both Sexes,28.36,0.85,29.21
2010Q4,Retail Trade,Both Sexes,28.27,0.95,29.22
2011Q1,Retail Trade,Both Sexes,28.78,1,29.79
2011Q2,Retail Trade,Both Sexes,28.81,0.69,29.5
2011Q3,Retail Trade,Both Sexes,28.35,0.92,29.27
2011Q4,Retail Trade,Both Sexes,29.29,0.94,30.23
2012Q1,Retail Trade,Both Sexes,29.19,1.04,30.23
2012Q2,Retail Trade,Both Sexes,29.47,1.06,30.53
2012Q3,Retail Trade,Both Sexes,28.17,0.91,29.08
2012Q4,Retail Trade,Both Sexes,28.19,1.01,29.2
2013Q1,Retail Trade,Both Sexes,28.8,1.1,29.9
2013Q2,Retail Trade,Both Sexes,29.22,1.33,30.55
2013Q3,Retail Trade,Both Sexes,28.16,1.04,29.2
2013Q4,Retail Trade,Both Sexes,28.46,1.48,29.94
2014Q1,Retail Trade,Both Sexes,28.85,1.35,30.2
2014Q2,Retail Trade,Both Sexes,28.56,1,29.56
2014Q3,Retail Trade,Both Sexes,28.4,0.8,29.2
2014Q4,Retail Trade,Both Sexes,28.38,1.04,29.42
2015Q1,Retail Trade,Both Sexes,28.92,1.02,29.94
2015Q2,Retail Trade,Both Sexes,28.42,0.89,29.31
2015Q3,Retail Trade,Both Sexes,28.3,0.9,29.21
2015Q4,Retail Trade,Both Sexes,28.93,0.93,29.86
2016Q1,Retail Trade,Both Sexes,29.15,0.85,30
2016Q2,Retail Trade,Both Sexes,29.66,0.52,30.18
2016Q3,Retail Trade,Both Sexes,29.44,0.45,29.89
2016Q4,Retail Trade,Both Sexes,29.53,0.64,30.17
2017Q1,Retail Trade,Both Sexes,30.54,0.85,31.39
2017Q2,Retail Trade,Both Sexes,29.7,0.49,30.18
2017Q3,Retail Trade,Both Sexes,29.44,0.49,29.93
2017Q4,Retail Trade,Both Sexes,29.48,0.63,30.11
2018Q1,Retail Trade,Both Sexes,29.65,0.85,30.5
2018Q2,Retail Trade,Both Sexes,29.68,0.53,30.21
2018Q3,Retail Trade,Both Sexes,29.64,0.52,30.15
2018Q4,Retail Trade,Both Sexes,29.67,0.62,30.29
1989Q1,Accommodation and Food Services,Male,25.58,1.06,26.64
1989Q2,Accommodation and Food Services,Male,25.25,0.91,26.17
1989Q3,Accommodation and Food Services,Male,24.78,0.74,25.52
1989Q4,Accommodation and Food Services,Male,24.98,0.77,25.75
1990Q1,Accommodation and Food Services,Male,24.86,0.92,25.78
1990Q2,Accommodation and Food Services,Male,24.69,0.76,25.45
1990Q3,Accommodation and Food Services,Male,24.66,0.79,25.45
1990Q4,Accommodation and Food Services,Male,24.52,0.87,25.39
1991Q1,Accommodation and Food Services,Male,25.33,0.88,26.21
1991Q2,Accommodation and Food Services,Male,24.75,0.57,25.32
1991Q3,Accommodation and Food Services,Male,24.81,0.55,25.36
1991Q4,Accommodation and Food Services,Male,24.93,0.56,25.48
1992Q1,Accommodation and Food Services,Male,25.69,0.66,26.35
1992Q2,Accommodation and Food Services,Male,25.36,0.52,25.88
1992Q3,Accommodation and Food Services,Male,25.2,0.47,25.67
1992Q4,Accommodation and Food Services,Male,25.87,0.39,26.26
1993Q1,Accommodation and Food Services,Male,26.22,0.48,26.7
1993Q2,Accommodation and Food Services,Male,25.96,0.38,26.35
1993Q3,Accommodation and Food Services,Male,25.3,0.34,25.64
1993Q4,Accommodation and Food Services,Male,26.02,0.41,26.43
1994Q1,Accommodation and Food Services,Male,26.48,0.41,26.9
1994Q2,Accommodation and Food Services,Male,26.03,0.36,26.39
1994Q3,Accommodation and Food Services,Male,25.83,0.31,26.14
1994Q4,Accommodation and Food Services,Male,26.01,0.34,26.35
1995Q1,Accommodation and Food Services,Male,26.54,0.44,26.98
1995Q2,Accommodation and Food Services,Male,25.72,0.32,26.03
1995Q3,Accommodation and Food Services,Male,25.67,0.28,25.95
1995Q4,Accommodation and Food Services,Male,26.18,0.3,26.48
1996Q1,Accommodation and Food Services,Male,26.7,0.46,27.16
1996Q2,Accommodation and Food Services,Male,25.11,0.32,25.43
1996Q3,Accommodation and Food Services,Male,24.63,0.33,24.96
1996Q4,Accommodation and Food Services,Male,25.75,0.35,26.1
1997Q1,Accommodation and Food Services,Male,26.32,0.46,26.77
1997Q2,Accommodation and Food Services,Male,24.72,0.26,24.98
1997Q3,Accommodation and Food Services,Male,24.73,0.26,24.99
1997Q4,Accommodation and Food Services,Male,25.29,0.32,25.61
1998Q1,Accommodation and Food Services,Male,26.37,0.48,26.85
1998Q2,Accommodation and Food Services,Male,24.84,0.27,25.1
1998Q3,Accommodation and Food Services,Male,25.37,0.24,25.61
1998Q4,Accommodation and Food Services,Male,25.48,0.42,25.9
1999Q1,Accommodation and Food Services,Male,25.42,0.34,25.76
1999Q2,Accommodation and Food Services,Male,24.98,0.23,25.21
1999Q3,Accommodation and Food Services,Male,25.04,0.3,25.34
1999Q4,Accommodation and Food Services,Male,25.84,0.35,26.19
2000Q1,Accommodation and Food Services,Male,25.51,0.26,25.76
2000Q2,Accommodation and Food Services,Male,25.22,0.29,25.51
2000Q3,Accommodation and Food Services,Male,25.67,0.12,25.79
2000Q4,Accommodation and Food Services,Male,27.08,0.18,27.26
2001Q1,Accommodation and Food Services,Male,27.85,0.18,28.03
2001Q2,Accommodation and Food Services,Male,26.7,0.12,26.82
2001Q3,Accommodation and Food Services,Male,27,0.2,27.19
2001Q4,Accommodation and Food Services,Male,27.97,0.28,28.24
2002Q1,Accommodation and Food Services,Male,27.78,0.28,28.06
2002Q2,Accommodation and Food Services,Male,26.01,0.14,26.16
2002Q3,Accommodation and Food Services,Male,28.32,0.22,28.54
2002Q4,Accommodation and Food Services,Male,28.69,0.26,28.95
2003Q1,Accommodation and Food Services,Male,29.22,0.31,29.53
2003Q2,Accommodation and Food Services,Male,28.05,0.19,28.24
2003Q3,Accommodation and Food Services,Male,27.19,0.11,27.3
2003Q4,Accommodation and Food Services,Male,28.01,0.13,28.14
2004Q1,Accommodation and Food Services,Male,27.93,0.13,28.06
